Banner,UPC,Hawaii,Kansas,New York,Northern California,Texas,All
Walmart,506732002.0,,49.26,51.25,57.75,49.74,52.0
Walmart,506754007.0,,44.44,46.22,,,45.33
Walmart,507203618.0,,,24.23,27.31,,25.77
Walmart,508453812.0,,36.7,,43.15,37.17,39.01
Walmart,508604923.0,,37.54,39.02,,37.96,38.17
Walmart,509056495.0,,21.45,22.23,25.12,21.61,22.6
Walmart,509116779.0,,1.37,1.37,,1.34,1.36
Walmart,509419735.0,,34.43,35.82,40.43,34.8,36.37
Walmart,513172706.0,,,4.97,,4.81,4.89
Walmart,514293895.0,,,36.93,,,36.93
Walmart,514730047.0,,,40.17,45.24,39.04,41.48
Walmart,514805290.0,,,6.0,,,6.0
Walmart,514912132.0,,,37.23,,36.11,36.67
Walmart,514987291.0,,49.56,,,50.05,49.8
Walmart,516205909.0,,30.63,31.93,,30.91,31.16
Walmart,517769564.0,,,18.31,,17.82,18.06
Walmart,518047270.0,,24.81,25.87,,25.13,25.27
Walmart,523773926.0,,,11.74,,11.42,11.58
Walmart,525505777.0,,16.31,16.96,19.14,16.43,17.21
Walmart,525996730.0,,40.81,42.43,,,41.62
Walmart,526069074.0,,,,9.53,8.2,8.86
Walmart,526212256.0,,28.57,29.65,33.4,28.85,30.12
Walmart,526328901.0,,,1.83,2.05,,1.94
Walmart,529559570.0,,7.23,7.47,8.4,7.23,7.58
Walmart,529968586.0,,31.67,,37.12,31.92,33.57
Walmart,531197407.0,,,22.92,,22.34,22.63
Walmart,531867954.0,,,48.73,,47.31,48.02
Walmart,533704030.0,,,51.96,,,51.96
Walmart,534498710.0,,,,54.16,46.67,50.42
Walmart,534500231.0,,46.4,48.32,54.46,,49.73
Walmart,535286391.0,,,,,26.63,26.63
Walmart,535529908.0,,2.16,2.12,,2.12,2.13
Walmart,536411687.0,,,36.93,41.66,35.85,38.15
Walmart,537045183.0,,14.92,15.53,,15.0,15.15
Walmart,538593323.0,,16.25,16.8,,16.3,16.45
Walmart,538783344.0,,44.07,,51.7,44.57,46.78
Walmart,541222561.0,,,2.86,3.17,2.7,2.91
Walmart,541553073.0,,28.06,,32.96,,30.51
Walmart,541944658.0,,,38.23,,,38.23
Walmart,542244776.0,,31.23,32.52,36.65,,33.47
Walmart,543464804.0,,17.42,18.14,,17.62,17.73
Walmart,544719559.0,,40.15,41.72,,,40.94
Walmart,545019950.0,,,53.7,,52.13,52.92
Walmart,545133835.0,,,30.71,,29.81,30.26
Walmart,545319478.0,,48.45,50.33,,48.84,49.21
Walmart,546802474.0,,40.36,42.02,47.3,,43.23
Walmart,549109328.0,,22.22,23.17,26.03,22.44,23.46
Walmart,549838046.0,,50.72,52.83,,51.27,51.61
Walmart,549873373.0,,,42.25,47.62,,44.94
Walmart,551067349.0,,4.62,,5.34,4.66,4.87
Walmart,554043945.0,,17.44,18.15,,17.66,17.75
Walmart,554693845.0,,,3.7,,3.66,3.68
Walmart,554753210.0,,,34.34,,33.36,33.85
Walmart,555173446.0,,7.26,7.56,8.51,,7.78
Walmart,555275616.0,,,38.54,,,38.54
Walmart,555531366.0,,10.67,11.0,12.44,,11.37
Walmart,556223651.0,,,32.24,,31.25,31.74
Walmart,557031026.0,,18.17,18.97,21.36,18.31,19.2
Walmart,557394018.0,,42.22,,,42.64,42.43
Walmart,557637639.0,,,0.84,0.93,0.86,0.88
Walmart,561425157.0,,,11.47,12.8,11.15,11.81
Walmart,564014969.0,,8.83,9.22,,8.95,9.0
Walmart,564734116.0,,37.17,38.64,,,37.9
Walmart,565021540.0,,16.64,,,,16.64
Walmart,565170341.0,,8.73,9.0,,8.84,8.86
Walmart,565229692.0,,,45.85,51.62,44.43,47.3
Walmart,568256903.0,,,49.25,55.56,,52.4
Walmart,568480217.0,,18.66,,,18.85,18.76
Walmart,569684083.0,,,20.8,23.4,20.2,21.47
Walmart,571419391.0,,,,44.11,38.0,41.06
Walmart,571896895.0,,9.57,9.94,,9.67,9.73
Walmart,574010167.0,,13.57,,15.83,13.64,14.35
Walmart,574169049.0,,13.27,13.7,15.51,13.34,13.96
Walmart,574404121.0,,24.35,25.35,28.57,24.62,25.72
Walmart,574686428.0,,33.43,34.72,,,34.08
Walmart,575714399.0,,11.95,12.44,,,12.2
Walmart,576244412.0,,,23.05,,22.42,22.74
Walmart,576506037.0,,,,,,
Walmart,579355486.0,,,9.04,,8.75,8.9
Walmart,581030587.0,,,12.12,,,12.12
Walmart,581614281.0,,,42.16,,,42.16
Walmart,582214622.0,,,15.13,17.07,,16.1
Walmart,582451335.0,,50.31,52.44,,50.82,51.19
Walmart,583297806.0,,33.66,34.92,,33.94,34.17
Walmart,583333446.0,,,,45.94,39.65,42.8
Walmart,583382498.0,,,,19.31,,19.31
Walmart,583814806.0,,,38.84,43.73,,41.28
Walmart,584200676.0,,37.55,39.06,,37.85,38.15
Walmart,584598491.0,,,55.32,62.32,53.75,57.13
Walmart,585091176.0,,17.51,18.2,20.64,17.76,18.53
Walmart,587031338.0,,50.55,52.63,59.35,,54.18
Walmart,587816654.0,,33.12,34.5,,33.5,33.71
Walmart,588225773.0,,18.05,,21.15,18.27,19.16
Walmart,591915659.0,,,52.81,59.52,51.2,54.51
Walmart,592298415.0,,,41.04,,39.81,40.42
Walmart,592499340.0,,,2.44,,2.3,2.37
Walmart,594035260.0,,52.71,54.86,,,53.78
Walmart,594511101.0,,16.94,,,,16.94
Walmart,596626474.0,,33.43,34.77,,,34.1
Walmart,598589918.0,,5.67,5.92,,,5.8
Walmart,599052834.0,,15.56,16.16,,15.6,15.77
Walmart,599921977.0,,,31.63,,30.77,31.2
Walmart,604272498.0,,0.86,0.85,0.94,0.81,0.86
Walmart,604540867.0,,,12.77,,,12.77
Walmart,606279907.0,,40.67,42.25,,41.05,41.32
Walmart,606513778.0,,,1.87,,1.8,1.84
Walmart,607409332.0,,,37.45,,36.33,36.89
Walmart,612017146.0,,20.35,21.17,23.83,,21.78
Walmart,612864775.0,,21.47,22.3,25.11,,22.96
Walmart,614172105.0,,29.5,30.72,34.63,29.84,31.17
Walmart,614290704.0,,33.81,,39.67,34.1,35.86
Walmart,614892418.0,,,55.22,,,55.22
Walmart,615121896.0,,,37.37,,,37.37
Walmart,615706094.0,,40.02,41.67,,40.44,40.71
Walmart,616240709.0,,,,60.43,52.15,56.29
Walmart,617543188.0,,18.76,19.52,22.06,18.91,19.81
Walmart,620047925.0,,41.57,43.27,,,42.42
Walmart,622287285.0,,,2.95,3.35,2.81,3.04
Walmart,625438627.0,,52.8,54.91,,53.3,53.67
Walmart,627416688.0,,21.97,22.84,25.6,22.17,23.14
Walmart,627807402.0,,,22.57,25.32,21.84,23.24
Walmart,627831552.0,,47.17,49.05,55.21,47.52,49.74
Walmart,628622442.0,,,9.12,,,9.12
Walmart,629512894.0,,,51.73,,50.22,50.97
Walmart,631749882.0,,19.03,19.85,,19.27,19.38
Walmart,633357974.0,,9.51,9.9,,,9.7
Walmart,634830299.0,,11.51,11.95,13.45,11.65,12.14
Walmart,635609352.0,,14.74,15.33,,,15.04
Walmart,637471150.0,,,46.92,,45.57,46.24
Walmart,637601085.0,,30.91,32.24,36.36,,33.17
Walmart,641131808.0,,24.1,,28.33,24.42,25.62
Walmart,641206219.0,,,,21.97,,21.97
Walmart,641701426.0,,36.2,37.61,,36.52,36.78
Walmart,643048328.0,,38.03,39.56,,,38.8
Walmart,643110527.0,,,10.64,11.91,,11.28
Walmart,643610475.0,,12.62,,,12.77,12.7
Walmart,643629043.0,,5.83,6.07,6.85,,6.25
Walmart,643891644.0,,36.11,37.62,42.37,36.56,38.16
Walmart,643896037.0,,1.25,1.33,,,1.29
Walmart,644054876.0,,25.47,26.5,,,25.98
Walmart,644874729.0,,,28.7,,27.81,28.26
Walmart,645118810.0,,33.12,,38.82,,35.97
Walmart,645331356.0,,20.96,21.7,24.57,21.17,22.1
Walmart,646431619.0,,2.27,2.34,,,2.3
Walmart,646726630.0,,20.0,20.83,,20.25,20.36
Walmart,647962512.0,,,6.55,,6.31,6.43
Walmart,649976289.0,,,4.66,5.26,4.53,4.82
Walmart,650943158.0,,13.54,14.0,,,13.77
Walmart,651936351.0,,,2.95,,,2.95
Walmart,652377244.0,,28.65,29.87,33.65,,30.72
Walmart,653798822.0,,26.56,27.57,,,27.06
Walmart,654081535.0,,,25.76,,25.05,25.4
Walmart,654483249.0,,,24.76,27.95,24.04,25.58
Walmart,655347860.0,,47.61,49.63,,,48.62
Walmart,658435562.0,,31.9,,,,31.9
Walmart,659422945.0,,4.76,4.87,,4.7,4.78
Walmart,663501723.0,,,12.81,,12.55,12.68
Walmart,665091890.0,,4.86,5.07,,4.97,4.97
Walmart,667968672.0,,,14.44,,14.06,14.25
Walmart,672429356.0,,6.94,7.11,8.06,6.93,7.26
Walmart,673299284.0,,,9.14,,,9.14
Walmart,674159443.0,,,,17.55,15.13,16.34
Walmart,675134953.0,,25.83,26.8,,26.03,26.22
Walmart,676268953.0,,,,63.07,,63.07
Walmart,676274385.0,,37.66,39.13,,,38.39
Walmart,676939567.0,,34.73,36.12,,,35.42
Walmart,677674656.0,,17.73,18.46,,17.97,18.05
Walmart,678530217.0,,,,41.67,35.84,38.76
Walmart,678539677.0,,25.46,26.41,29.81,,27.23
Walmart,678675568.0,,18.3,19.12,,18.57,18.66
Walmart,680584021.0,,,19.06,,,19.06
Walmart,681789308.0,,45.52,47.41,53.46,46.06,48.11
Walmart,683028909.0,,,,,40.75,40.75
Walmart,683810722.0,,,18.45,20.76,,19.6
Walmart,685061388.0,,,46.46,,45.05,45.76
Walmart,685715810.0,,23.82,24.72,27.97,24.0,25.13
Walmart,687061455.0,,33.32,34.64,,33.63,33.86
Walmart,688174297.0,,41.24,42.91,48.4,,44.18
Walmart,688858216.0,,,16.96,,16.41,16.69
Walmart,690069404.0,,,17.76,19.93,,18.84
Walmart,690308756.0,,39.14,40.7,45.85,,41.9
Walmart,690392986.0,,,42.67,48.05,,45.36
Walmart,690451660.0,,19.94,20.75,23.37,,21.35
Walmart,692276824.0,,52.0,54.1,,52.55,52.88
Walmart,694468735.0,,1.54,1.54,,,1.54
Walmart,694669999.0,,,21.22,,20.67,20.94
Walmart,695599406.0,,10.21,10.67,,10.33,10.4
Walmart,696954302.0,,,28.83,,,28.83
Walmart,697589645.0,,,26.26,,,26.26
Walmart,698510708.0,,,30.45,,,30.45
Walmart,698731992.0,,43.26,44.9,50.76,43.63,45.64
Walmart,698832542.0,,,18.9,,,18.9
Walmart,699701113.0,,2.77,2.85,3.16,,2.93
Walmart,700041439.0,,20.91,21.74,,,21.32
Walmart,700311165.0,,37.65,39.22,,38.05,38.31
Walmart,700660531.0,,35.5,36.93,,,36.22
Walmart,701377201.0,,,3.37,3.82,3.24,3.48
Walmart,702065059.0,,46.27,48.11,54.23,,49.54
Walmart,702239031.0,,,10.02,,9.75,9.88
Walmart,702868026.0,,,14.61,,,14.61
Walmart,704505214.0,,,27.37,,,27.37
Walmart,708247357.0,,9.7,10.17,,9.83,9.9
Walmart,708419030.0,,11.15,11.66,,11.22,11.34
Walmart,708930835.0,,16.02,16.66,18.81,,17.16
Walmart,709096794.0,,35.22,36.72,,,35.97
Walmart,711957058.0,,,20.76,,,20.76
Walmart,713032211.0,,8.05,8.47,,8.1,8.21
Walmart,714138116.0,,,52.86,,51.23,52.04
Walmart,714264288.0,,,14.75,16.64,14.32,15.24
Walmart,714768657.0,,24.36,25.33,,24.63,24.77
Walmart,715494692.0,,53.97,56.15,,54.44,54.85
Walmart,716383928.0,,26.55,27.64,,,27.1
Walmart,723419379.0,,,40.64,,39.56,40.1
Walmart,723906184.0,,,17.8,,17.32,17.56
Walmart,723934665.0,,43.11,44.82,50.53,,46.15
Walmart,725772193.0,,8.23,8.52,,,8.38
Walmart,726107443.0,,50.25,52.21,,,51.23
Walmart,726593797.0,,15.83,16.44,18.51,15.95,16.68
Walmart,727229928.0,,25.74,26.76,30.14,,27.55
Walmart,728311671.0,,,21.13,23.73,,22.43
Walmart,731963540.0,,,50.7,,,50.7
Walmart,736014357.0,,,9.87,,,9.87
Walmart,736362595.0,,,31.22,35.1,30.35,32.22
Walmart,737000536.0,,,7.4,,,7.4
Walmart,737234743.0,,,48.54,,47.14,47.84
Walmart,739054494.0,,20.65,21.42,24.11,,22.06
Walmart,739430945.0,,,,,54.2,54.2
Walmart,740153739.0,,14.75,15.35,,,15.05
Walmart,740420827.0,,8.45,,,8.55,8.5
Walmart,742030365.0,,44.56,46.35,,,45.46
Walmart,742726716.0,,38.12,39.63,44.76,,40.84
Walmart,743414051.0,,30.31,31.53,35.52,30.61,31.99
Walmart,744228999.0,,6.57,6.72,7.66,6.51,6.86
Walmart,744486125.0,,,17.95,20.2,,19.08
Walmart,744789087.0,,3.05,,,,3.05
Walmart,745216676.0,,17.52,18.26,,17.77,17.85
Walmart,745790660.0,,40.75,42.3,,41.16,41.4
Walmart,746596885.0,,,,,,
Walmart,746763504.0,,,49.07,,47.54,48.3
Walmart,748626363.0,,,7.47,8.37,,7.92
Walmart,749133422.0,,44.27,46.05,51.8,44.65,46.69
Walmart,749696942.0,,3.47,,,3.44,3.46
Walmart,750854309.0,,29.34,30.4,,29.66,29.8
Walmart,751783597.0,,52.82,54.97,,53.34,53.71
Walmart,753436797.0,,40.82,42.52,,41.27,41.54
Walmart,757501813.0,,34.55,35.94,,34.84,35.11
Walmart,757630984.0,,24.43,25.42,,,24.92
Walmart,758967619.0,,,37.24,41.96,,39.6
Walmart,760445497.0,,7.21,7.52,,,7.36
Walmart,762004012.0,,1.52,1.5,1.77,,1.6
Walmart,762710881.0,,,43.26,,,43.26
Walmart,762977091.0,,12.57,13.07,14.6,,13.41
Walmart,763083923.0,,13.61,14.1,,13.72,13.81
Walmart,763210027.0,,,25.43,,,25.43
Walmart,764458897.0,,41.16,42.82,48.22,,44.07
Walmart,764530996.0,,,28.12,31.73,,29.92
Walmart,765932940.0,,,49.2,,,49.2
Walmart,765958220.0,,15.2,15.82,,,15.51
Walmart,766810433.0,,,17.24,,16.76,17.0
Walmart,768303991.0,,46.31,,,,46.31
Walmart,768547166.0,,,34.82,,33.86,34.34
Walmart,768628469.0,,,8.6,9.75,8.47,8.94
Walmart,768879663.0,,,55.94,63.07,,59.5
Walmart,768900012.0,,,48.63,,47.11,47.87
Walmart,769464973.0,,35.77,37.23,41.95,36.15,37.78
Walmart,770347410.0,,1.55,1.65,,,1.6
Walmart,771066892.0,,29.87,,,,29.87
Walmart,773828271.0,,51.24,53.32,,51.7,52.09
Walmart,774342015.0,,,34.21,,33.23,33.72
Walmart,774949377.0,,23.92,24.91,28.12,24.24,25.3
Walmart,778006625.0,,48.22,50.27,,,49.24
Walmart,778682895.0,,4.24,4.45,4.94,4.37,4.5
Walmart,780230660.0,,43.51,45.37,,,44.44
Walmart,783399454.0,,28.25,29.35,33.17,,30.26
Walmart,783845705.0,,21.26,,,21.41,21.34
Walmart,783899410.0,,38.25,39.84,,38.66,38.92
Walmart,784408530.0,,2.17,2.14,,2.12,2.14
Walmart,785234168.0,,30.17,,,30.41,30.29
Walmart,786293238.0,,5.34,5.5,6.22,5.3,5.59
Walmart,789649867.0,,,,51.5,,51.5
Walmart,789986401.0,,,13.86,,13.46,13.66
Walmart,790024227.0,,13.54,14.05,,13.61,13.73
Walmart,790066655.0,,4.02,,,4.06,4.04
Walmart,790347148.0,,,41.06,,39.84,40.45
Walmart,791901779.0,,41.77,43.4,48.91,,44.69
Walmart,793865483.0,,16.16,16.81,18.97,16.33,17.07
Walmart,794251522.0,,,35.13,39.6,34.15,36.29
Walmart,795655973.0,,49.61,51.67,58.25,,53.18
Walmart,795937333.0,,,21.42,24.25,,22.84
Walmart,797375865.0,,51.64,53.73,60.66,,55.34
Walmart,798625113.0,,,3.4,,,3.4
Walmart,801329171.0,,46.83,48.77,54.92,47.34,49.46
Walmart,802480036.0,,48.86,,,49.31,49.08
Walmart,804094528.0,,38.0,39.66,44.61,38.41,40.17
Walmart,805082512.0,,14.6,15.14,17.11,14.7,15.39
Walmart,808274867.0,,,37.37,42.11,,39.74
Walmart,808976577.0,,24.54,25.55,,,25.04
Walmart,810777505.0,,,26.86,,26.02,26.44
Walmart,812183948.0,,27.16,28.37,,27.45,27.66
Walmart,812264326.0,,26.91,28.07,,27.17,27.38
Walmart,812817987.0,,20.33,21.26,,,20.8
Walmart,813117592.0,,40.67,42.2,,41.05,41.31
Walmart,817162115.0,,17.07,17.72,,17.26,17.35
Walmart,817674221.0,,,44.07,,,44.07
Walmart,818139689.0,,50.52,52.62,59.3,51.13,53.39
Walmart,819121025.0,,,19.04,,18.56,18.8
Walmart,820540489.0,,,49.12,55.36,47.64,50.71
Walmart,821096485.0,,8.27,8.53,,,8.4
Walmart,821504223.0,,40.61,42.3,,,41.46
Walmart,822316142.0,,,,,3.83,3.83
Walmart,825958722.0,,,8.91,,,8.91
Walmart,826114350.0,,18.41,19.15,,18.6,18.72
Walmart,826771870.0,,13.34,13.83,15.62,,14.26
Walmart,826777526.0,,44.4,,,44.82,44.61
Walmart,827210689.0,,,6.87,,,6.87
Walmart,827352822.0,,19.65,,23.07,19.83,20.85
Walmart,827531126.0,,35.67,37.03,,35.92,36.21
Walmart,827631041.0,,36.83,38.34,43.2,37.2,38.89
Walmart,827898456.0,,34.01,35.41,,34.32,34.58
Walmart,827980895.0,,,51.35,,49.83,50.59
Walmart,829968022.0,,30.03,31.31,,30.35,30.56
Walmart,830115263.0,,,42.1,,,42.1
Walmart,831054514.0,,,,36.75,31.64,34.2
Walmart,831639757.0,,38.07,39.63,,38.47,38.72
Walmart,832037986.0,,,7.1,8.06,,7.58
Walmart,832713642.0,,,26.54,,25.76,26.15
Walmart,835193761.0,,52.76,,61.91,53.34,56.0
Walmart,835966795.0,,,10.8,12.21,10.57,11.19
Walmart,836742374.0,,39.21,40.84,,39.63,39.89
Walmart,836817411.0,,,23.16,,,23.16
Walmart,838460068.0,,53.35,55.55,,53.96,54.29
Walmart,838729004.0,,6.37,6.51,,6.37,6.42
Walmart,839680734.0,,,,32.26,27.71,29.98
Walmart,840138489.0,,24.36,25.26,28.43,24.5,25.64
Walmart,841392681.0,,50.7,52.7,,,51.7
Walmart,842306029.0,,35.44,36.8,,,36.12
Walmart,842621232.0,,38.81,40.34,,39.25,39.47
Walmart,842968031.0,,30.6,31.8,,30.91,31.1
Walmart,843645850.0,,,26.6,,25.87,26.24
Walmart,845328666.0,,32.01,,,,32.01
Walmart,845893087.0,,46.17,,54.02,46.54,48.91
Walmart,846637828.0,,4.72,4.97,,4.74,4.81
Walmart,848007798.0,,16.54,17.25,,16.72,16.84
Walmart,848280790.0,,,34.43,,,34.43
Walmart,849299370.0,,,10.44,11.74,10.12,10.77
Walmart,849425547.0,,46.57,48.46,54.56,46.92,49.13
Walmart,849702242.0,,,40.56,,,40.56
Walmart,850719150.0,,7.42,7.75,8.7,,7.96
Walmart,850860889.0,,15.94,16.61,,,16.27
Walmart,852479948.0,,17.14,17.84,20.17,17.32,18.12
Walmart,853687097.0,,36.94,38.52,,,37.73
Walmart,854689154.0,,,48.75,54.97,,51.86
Walmart,854985252.0,,35.17,36.5,,35.41,35.69
Walmart,855000437.0,,19.25,20.05,,,19.65
Walmart,856365324.0,,35.4,,,,35.4
Walmart,856554674.0,,21.41,22.37,25.17,,22.98
Walmart,857067649.0,,49.56,51.52,58.06,50.02,52.29
Walmart,857721983.0,,24.57,25.53,,,25.05
Walmart,859607186.0,,,23.15,,,23.15
Walmart,860167579.0,,32.02,33.31,,32.31,32.55
Walmart,861024387.0,,,4.92,5.62,,5.27
Walmart,861871758.0,,,,,,
Walmart,864093895.0,,,2.84,3.16,2.73,2.91
Walmart,864128161.0,,,4.15,4.66,,4.4
Walmart,864892235.0,,,37.83,,36.74,37.28
Walmart,865020811.0,,38.96,40.54,45.66,,41.72
Walmart,866416138.0,,,38.3,43.25,,40.78
Walmart,866698043.0,,5.57,5.73,,5.54,5.61
Walmart,870309366.0,,37.33,38.86,,,38.1
Walmart,870595943.0,,,42.81,,41.54,42.18
Walmart,870721732.0,,16.1,16.8,18.92,16.36,17.05
Walmart,872082334.0,,,4.81,,4.76,4.78
Walmart,872889619.0,,35.21,,41.32,35.57,37.37
Walmart,873270447.0,,,55.77,,54.06,54.92
Walmart,874971914.0,,16.12,16.73,,,16.42
Walmart,876226151.0,,17.04,17.64,,17.16,17.28
Walmart,876898615.0,,51.96,54.05,,52.43,52.81
Walmart,877162041.0,,,24.12,27.25,,25.68
Walmart,878698622.0,,22.4,23.31,26.32,,24.01
Walmart,879777546.0,,,44.47,,,44.47
Walmart,881311707.0,,,49.41,,48.07,48.74
Walmart,881539712.0,,51.57,53.61,60.46,,55.21
Walmart,882672998.0,,,24.75,,,24.75
Walmart,883647960.0,,,44.23,,42.94,43.58
Walmart,883713851.0,,33.43,34.87,39.23,33.75,35.32
Walmart,884354350.0,,,53.1,59.91,,56.5
Walmart,885481376.0,,,14.43,,14.04,14.24
Walmart,886012244.0,,,5.05,,4.81,4.93
Walmart,886105169.0,,43.54,45.24,,,44.39
Walmart,887149013.0,,43.84,45.56,51.35,44.26,46.25
Walmart,888354959.0,,,1.87,,1.87,1.87
Walmart,888599847.0,,44.7,46.53,,,45.62
Walmart,888666503.0,,,56.37,,54.7,55.54
Walmart,888713764.0,,18.82,19.55,,,19.19
Walmart,891797170.0,,,23.13,,22.41,22.77
Walmart,894150291.0,,,24.3,,23.66,23.98
Walmart,894764703.0,,,23.76,26.71,,25.24
Walmart,895637329.0,,40.16,41.71,,,40.94
Walmart,896138462.0,,19.63,20.47,,19.85,19.98
Walmart,896974529.0,,,15.32,,14.86,15.09
Walmart,897021614.0,,,,,,
Walmart,897422303.0,,,36.12,,35.16,35.64
Walmart,899571200.0,,,,23.1,,23.1
Walmart,899819893.0,,,,58.33,50.21,54.27
Walmart,899956196.0,,48.75,50.74,57.15,49.2,51.46
Walmart,902552274.0,,0.74,0.73,,,0.74
Walmart,904041295.0,,,35.67,,,35.67
Walmart,904714463.0,,,42.74,,41.41,42.08
Walmart,905792642.0,,8.8,9.23,10.3,8.92,9.31
Walmart,905914857.0,,,,48.86,42.04,45.45
Walmart,906234211.0,,2.84,2.96,,2.83,2.88
Walmart,907400779.0,,14.05,14.6,16.45,14.23,14.83
Walmart,909199429.0,,26.61,27.63,31.15,,28.46
Walmart,912415151.0,,22.22,23.14,,22.44,22.6
Walmart,912873332.0,,,19.0,,,19.0
Walmart,915191199.0,,,,33.27,28.6,30.94
Walmart,916097175.0,,15.07,15.65,17.61,,16.11
Walmart,917100992.0,,47.03,48.91,,,47.97
Walmart,917211564.0,,,15.87,17.9,,16.88
Walmart,917901226.0,,50.32,52.42,,50.83,51.19
Walmart,918833743.0,,5.71,5.91,,,5.81
Walmart,919110708.0,,13.75,14.22,16.03,,14.67
Walmart,920526931.0,,,33.62,,32.6,33.11
Walmart,922747986.0,,,,18.2,15.61,16.9
Walmart,923314883.0,,20.06,20.84,,20.2,20.37
Walmart,923891080.0,,14.16,14.73,16.67,,15.19
Walmart,924190396.0,,3.06,3.17,,,3.12
Walmart,926444424.0,,12.85,13.35,,,13.1
Walmart,927312846.0,,,11.11,12.46,,11.78
Walmart,927693101.0,,17.24,17.97,20.13,17.37,18.18
Walmart,927879675.0,,,26.55,,25.77,26.16
Walmart,928259579.0,,16.87,17.53,19.73,,18.04
Walmart,929137671.0,,12.3,12.83,,12.42,12.52
Walmart,929338551.0,,,19.1,,,19.1
Walmart,929458444.0,,,,,,
Walmart,930355523.0,,11.91,12.42,13.96,,12.76
Walmart,931390073.0,,15.42,,18.02,15.52,16.32
Walmart,932170886.0,,45.92,47.81,53.93,46.4,48.52
Walmart,932644749.0,,,54.73,,,54.73
Walmart,932864695.0,,24.45,25.41,,24.63,24.83
Walmart,936330605.0,,51.44,53.55,,,52.5
Walmart,938758588.0,,38.84,40.37,45.52,39.2,40.98
Walmart,939282782.0,,31.12,32.41,,31.47,31.67
Walmart,942541787.0,,,28.16,,27.36,27.76
Walmart,943281894.0,,,17.82,,17.34,17.58
Walmart,944430721.0,,,19.73,22.2,19.11,20.35
Walmart,945973686.0,,51.35,53.41,,,52.38
Walmart,946880003.0,,53.14,55.34,,,54.24
Walmart,947534594.0,,36.75,38.25,,37.14,37.38
Walmart,949435750.0,,,,,,
Walmart,950498192.0,,,54.76,61.61,53.1,56.49
Walmart,952287274.0,,47.44,49.44,,47.92,48.27
Walmart,952635660.0,,,12.03,13.57,,12.8
Walmart,953126270.0,,,26.31,,25.5,25.9
Walmart,955026913.0,,48.5,50.44,,49.02,49.32
Walmart,955421336.0,,16.14,16.87,,,16.51
Walmart,958194401.0,,33.62,35.04,39.44,33.94,35.51
Walmart,958465158.0,,41.43,43.16,,41.86,42.15
Walmart,959054260.0,,,18.54,,,18.54
Walmart,959211839.0,,30.26,31.52,,30.51,30.76
Walmart,962019991.0,,,29.17,32.82,28.26,30.08
Walmart,962420701.0,,15.0,15.63,,15.22,15.28
Walmart,963136610.0,,37.01,38.52,,,37.76
Walmart,963229417.0,,,42.7,48.24,,45.47
Walmart,963858888.0,,45.16,46.92,,,46.04
Walmart,964715239.0,,,,,30.96,30.96
Walmart,965083187.0,,,31.05,,30.06,30.56
Walmart,965370690.0,,,42.2,47.62,41.02,43.61
Walmart,966125119.0,,22.8,23.75,26.71,23.06,24.08
Walmart,966176819.0,,,,39.44,,39.44
Walmart,966807089.0,,49.75,51.71,58.36,,53.27
Walmart,967167461.0,,,21.31,24.05,20.7,22.02
Walmart,970617307.0,,,,,48.2,48.2
Walmart,971923169.0,,43.55,45.25,51.04,43.91,45.94
Walmart,975326196.0,,25.31,26.33,,,25.82
Walmart,975793603.0,,37.72,39.21,,38.14,38.36
Walmart,976976235.0,,,54.87,61.81,,58.34
Walmart,977134983.0,,29.32,30.56,,29.61,29.83
Walmart,978164640.0,,12.54,13.05,,,12.8
Walmart,978196729.0,,,,18.87,,18.87
Walmart,979616943.0,,1.11,1.14,,1.15,1.13
Walmart,980113553.0,,,42.75,48.2,,45.48
Walmart,980150388.0,,46.56,48.43,54.52,,49.84
Walmart,980564443.0,,,32.84,,,32.84
Walmart,981197816.0,,40.16,41.73,,,40.94
Walmart,981510405.0,,53.53,55.77,62.82,,57.37
Walmart,981620604.0,,33.94,35.32,,34.35,34.54
Walmart,986041768.0,,,22.7,,22.01,22.36
Walmart,986134213.0,,52.64,54.74,61.77,53.14,55.57
Walmart,987411986.0,,50.67,52.62,,51.14,51.48
Walmart,987897892.0,,8.15,8.45,,,8.3
Walmart,988776021.0,,,35.34,39.81,34.31,36.49
Walmart,988779486.0,,28.53,29.67,,,29.1
Walmart,990258086.0,,,36.74,,35.63,36.18
Walmart,992105314.0,,31.43,32.66,36.82,31.7,33.15
Walmart,992125856.0,,40.3,42.07,,40.75,41.04
Walmart,993910240.0,,,22.16,24.92,,23.54
Walmart,994344572.0,,9.81,10.25,,9.94,10.0
Walmart,995745822.0,,,38.02,,36.91,37.47
Walmart,995798889.0,,51.13,53.22,,,52.18
Walmart,996262978.0,,11.84,,,11.93,11.88
Walmart,996849471.0,,,11.04,12.32,10.64,11.33
Walmart,998831540.0,,,34.13,,33.12,33.62
Walmart,999185078.0,,47.65,49.57,,,48.61
Wegmans,11873171.0,,,5.19,,5.09,5.14
Wegmans,15052612.0,,52.39,54.49,,52.89,53.26
Wegmans,16482322.0,,,18.09,,17.59,17.84
Wegmans,16729338.0,,,8.09,,7.79,7.94
Wegmans,16829288.0,,,,,3.49,3.49
Wegmans,16900911.0,,,29.49,,28.59,29.04
Wegmans,16999755.0,,5.09,5.29,,5.19,5.19
Wegmans,17066659.0,,,3.09,,2.99,3.04
Wegmans,19696884.0,,,,,5.79,5.79
